common_material_id,common_code,common_description,material_family,material_type,material_grade,nominal_size,pressure_rating,standard_spec,unit_of_measure,consolidated_attributes,cpse_coverage,member_count,governance_status,group_confidence,group_identity_hash,approved_by,approved_at,approval_rationale
CMM-FASTNR-B46359-001,CMM-FASTNR-B46359-001,FASTENER | NUT | GRADE 10.9 | M10 X 40 | ASME B18.2,FASTENER,NUT,GRADE 10.9,M10 X 40,,ASME B18.2,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 10.9"", ""material_subtype"": ""HEX"", ""material_type"": ""NUT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""NOS""}",BHEL,1,STANDALONE_CANDIDATE,1.0,b46359b0022b537babc154ec16bf48b68faa60663394de1a0e77b3670045e360,,,
CMM-FASTNR-B4A1EA-001,CMM-FASTNR-B4A1EA-001,FASTENER | BOLT | CARBON STEEL | M20 X 80 | ASME B18.2,FASTENER,BOLT,CARBON STEEL,M20 X 80,,ASME B18.2,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20 X 80"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""KG""}",Coal India;HPCL;IOCL;NMDC;ONGC,5,VERIFIED_HARMONIZED,1.0,b4a1ea7fd8d1b5de827d3d9d1cafe9fdfed9aa7b1dc86d865b5f30acb422f75e,,,
CMM-FASTNR-B5D9B4-001,CMM-FASTNR-B5D9B4-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,b5d9b458b3942e98eca0e0b031332a7c7bf08aca0ec9d731b71f79a55022b4e7,,,
CMM-FASTNR-B810F4-001,CMM-FASTNR-B810F4-001,FASTENER | BOLT | GRADE B7 | M20 X 80 | ASME B18.2,FASTENER,BOLT,GRADE B7,M20 X 80,,ASME B18.2,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE B7"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20 X 80"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""NOS""}",BHEL;ONGC;SAIL,3,VERIFIED_HARMONIZED,1.0,b810f41268f85f8f896ada1ea0ba33ce8fba70841b3c089fda31b63c395651fa,,,
CMM-FASTNR-B982D3-001,CMM-FASTNR-B982D3-001,FASTENER | BOLT | CARBON STEEL | M20 X 80 | ASTM A193,FASTENER,BOLT,CARBON STEEL,M20 X 80,,ASTM A193,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20 X 80"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""NOS""}",ONGC,1,STANDALONE_CANDIDATE,1.0,b982d3621fd3f1f6921405423e5356cfd99a0cafad7008e93a5267add1ad3c5a,,,
CMM-FASTNR-BA072B-001,CMM-FASTNR-BA072B-001,FASTENER | BOLT | CARBON STEEL | M10 X 40 | ASTM A193,FASTENER,BOLT,CARBON STEEL,M10 X 40,,ASTM A193,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""KG""}",BHEL,1,STANDALONE_CANDIDATE,1.0,ba072b7a72e34111db11f03811e76e500a021d0477853f20a65b235c6e5c3fec,,,
CMM-FASTNR-BAA11F-001,CMM-FASTNR-BAA11F-001,FASTENER | GRADE 8.8 | M12 X 50 | IS 1367,FASTENER,,GRADE 8.8,M12 X 50,,IS 1367,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 8.8"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M12 X 50"", ""specification"": ""IS 1367"", ""standard"": ""IS 1367"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,baa11f8bad54ca037aceeddfcd945d672df323bfea1d3724bbc41f0ce152d2d3,,,
CMM-FASTNR-BCCDD8-001,CMM-FASTNR-BCCDD8-001,FASTENER | NUT | GRADE 10.9 | M24 X 100 | DIN 931,FASTENER,NUT,GRADE 10.9,M24 X 100,,DIN 931,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 10.9"", ""material_subtype"": ""HEX"", ""material_type"": ""NUT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""DIN 931"", ""standard"": """", ""unit"": ""NOS""}",Coal India;NMDC;NTPC;ONGC,4,VERIFIED_HARMONIZED,1.0,bccdd868df6ee39935e09aa26a84a192e3d8773efe4037f749d745b651e417a9,,,
CMM-FASTNR-BD32DD-001,CMM-FASTNR-BD32DD-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,bd32dddef27e8599d6f868915964bfc7b286486846077cc00af9e2b01f28cf54,,,
CMM-FASTNR-BDCB57-001,CMM-FASTNR-BDCB57-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,,MANGANESE STEEL,M24 X 100,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""MANGANESE STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",NMDC,1,STANDALONE_CANDIDATE,1.0,bdcb5754e71603b603cdb01e2b4d8037a7d1c0edf005e654d9ee05564cfc2480,,,
CMM-FASTNR-BE26DC-001,CMM-FASTNR-BE26DC-001,FASTENER | BOLT | ALLOY STEEL | M16 X 65 | ASME B18.2,FASTENER,BOLT,ALLOY STEEL,M16 X 65,,ASME B18.2,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""ALLOY STEEL"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M16 X 65"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""KG""}",Coal India,1,STANDALONE_CANDIDATE,1.0,be26dcc5e6eaa7277e76179963f8588fd6ca1ba99cccc89cb1f65e3b22febf7c,,,
CMM-FASTNR-BF5BE1-001,CMM-FASTNR-BF5BE1-001,FASTENER | NUT | SS 316 | M10 X 40 | ASTM A193,FASTENER,NUT,SS 316,M10 X 40,,ASTM A193,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""SS 316"", ""material_subtype"": ""HEX"", ""material_type"": ""NUT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""NOS""}",IOCL,1,STANDALONE_CANDIDATE,1.0,bf5be1791dc24d051568ba83e8d5ec5f683d425f2120e733b134883cc503029d,,,
CMM-FASTNR-C119EB-001,CMM-FASTNR-C119EB-001,FASTENER | NUT | ALLOY STEEL | M12 X 50 | ASTM A193,FASTENER,NUT,ALLOY STEEL,M12 X 50,,ASTM A193,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""ALLOY STEEL"", ""material_subtype"": ""HEX"", ""material_type"": ""NUT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M12 X 50"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""NOS""}",ONGC,1,STANDALONE_CANDIDATE,1.0,c119eb916c5d8003772335ddb4c976bada88078594bfc4c956581f8db06bc5c5,,,
CMM-FASTNR-C18604-001,CMM-FASTNR-C18604-001,FASTENER | WASHER | SS 304 | M24 X 100 | ASME B18.2,FASTENER,WASHER,SS 304,M24 X 100,,ASME B18.2,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""SS 304"", ""material_subtype"": """", ""material_type"": ""WASHER"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""KG""}",BHEL;Coal India;HPCL,3,VERIFIED_HARMONIZED,1.0,c1860441c07c87adab62c912eb10c5b414cce0950730abbc718c2391b2a18d6f,,,
CMM-FASTNR-C1D96C-001,CMM-FASTNR-C1D96C-001,FASTENER | NUT | GRADE 10.9 | M16 X 65 | ASTM A193,FASTENER,NUT,GRADE 10.9,M16 X 65,,ASTM A193,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 10.9"", ""material_subtype"": ""HEX"", ""material_type"": ""NUT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M16 X 65"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""NOS""}",SAIL,1,STANDALONE_CANDIDATE,1.0,c1d96ccf75c5faafb324e2346f852f0b0e1fd6ef5ef42e9fdd6bd0d2ac7c7851,,,
CMM-FASTNR-C372D3-001,CMM-FASTNR-C372D3-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,c372d31120647cfdd91144e0326af73b1b691990eb81a45907f3eebaa4e7d582,,,
CMM-FASTNR-C56053-001,CMM-FASTNR-C56053-001,FASTENER | BOLT | CARBON STEEL | M16 X 65 | ASME B18.2,FASTENER,BOLT,CARBON STEEL,M16 X 65,,ASME B18.2,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M16 X 65"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""KG""}",ONGC,1,STANDALONE_CANDIDATE,1.0,c56053027e983b6bc467f09825e52703283d040a72dc963f52bbfeac37dbbd33,,,
CMM-FASTNR-C72FA0-001,CMM-FASTNR-C72FA0-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,,MANGANESE STEEL,M24 X 100,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""MANGANESE STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",NMDC,1,STANDALONE_CANDIDATE,1.0,c72fa023acd481efb9816197ade1d4eef50e44c285f1e983af46fc5a8759f901,,,
CMM-FASTNR-CBFF3D-001,CMM-FASTNR-CBFF3D-001,FASTENER | SS 304 | M16 X 65 | IS 1367,FASTENER,,SS 304,M16 X 65,,IS 1367,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""SS 304"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M16 X 65"", ""specification"": ""IS 1367"", ""standard"": ""IS 1367"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,cbff3d9a0ece907f73413d91111bcac901cc3e2808a70d3b0d2ec26060c7e798,,,
CMM-FASTNR-CF6ED3-001,CMM-FASTNR-CF6ED3-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,cf6ed37c2072ec9abe6c999479043ee8383b3a825c987a2ebf47f6b24a94d1a0,,,
CMM-FASTNR-CFB3CB-001,CMM-FASTNR-CFB3CB-001,FASTENER | NUT | GRADE B7 | M20 X 80 | DIN 931,FASTENER,NUT,GRADE B7,M20 X 80,,DIN 931,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE B7"", ""material_subtype"": ""HEX"", ""material_type"": ""NUT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20 X 80"", ""specification"": ""DIN 931"", ""standard"": """", ""unit"": ""KG""}",NTPC;ONGC,2,VERIFIED_HARMONIZED,1.0,cfb3cb5e3035ba216c940118c44650c26a5caa331e8a6d35677669b12ada6967,,,
CMM-FASTNR-D24A54-001,CMM-FASTNR-D24A54-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,d24a54aa8922447fb91be25db5f274a1c8d3504a08dbbd948dea0cfd606d0ff8,,,
CMM-FASTNR-D2DC1A-001,CMM-FASTNR-D2DC1A-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,d2dc1a6d360bdc8c7c72dc93c92c10d71c1d1eb9dcac63f45894bcc9b83ccc88,,,
CMM-FASTNR-D382BF-001,CMM-FASTNR-D382BF-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,d382bf56fd9b45b453124ff8dc1b2e168b722adecfebb1c21553d3968ef76d23,,,
CMM-FASTNR-D3A3E7-001,CMM-FASTNR-D3A3E7-001,FASTENER | BOLT | GRADE 8.8 | M16 X 65 | ASTM A193,FASTENER,BOLT,GRADE 8.8,M16 X 65,,ASTM A193,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 8.8"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M16 X 65"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""KG""}",Coal India,1,STANDALONE_CANDIDATE,1.0,d3a3e70e650e08c28ddd6c7cf9567a393e26a1fdb9995a6f90ec4a1afa8146f4,,,
CMM-FASTNR-D4573F-001,CMM-FASTNR-D4573F-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,d4573f2c4746726dc40c462c6de48a31c5da2b5124857a27715a748728eb82d4,,,
CMM-FASTNR-D4C90A-001,CMM-FASTNR-D4C90A-001,FASTENER | NUT | GRADE 10.9 | M10 X 40 | IS 1367,FASTENER,NUT,GRADE 10.9,M10 X 40,,IS 1367,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 10.9"", ""material_subtype"": ""HEX"", ""material_type"": ""NUT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""IS 1367"", ""standard"": ""IS 1367"", ""unit"": ""KG""}",HPCL,1,STANDALONE_CANDIDATE,1.0,d4c90a3f6d0dcd17986d503c68e92acc1d070bb60228206f6c84f57d425036fd,,,
CMM-FASTNR-DA5EC6-001,CMM-FASTNR-DA5EC6-001,FASTENER | BOLT | SS 304 | M12 X 50 | DIN 931,FASTENER,BOLT,SS 304,M12 X 50,,DIN 931,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""SS 304"", ""material_subtype"": ""HEX"", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M12 X 50"", ""specification"": ""DIN 931"", ""standard"": """", ""unit"": ""KG""}",ONGC,1,STANDALONE_CANDIDATE,1.0,da5ec6a25e562b84c379ff2db6434d0f165d8a87f270825081a5075c6b8a6082,,,
CMM-FASTNR-DC5D47-001,CMM-FASTNR-DC5D47-001,FASTENER | NUT | CARBON STEEL | M20 X 80 | ASTM A193,FASTENER,NUT,CARBON STEEL,M20 X 80,,ASTM A193,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": ""HEX"", ""material_type"": ""NUT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20 X 80"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""KG""}",ONGC,1,STANDALONE_CANDIDATE,1.0,dc5d47938737178ae8db3c1f5c3a8dc5fcd9e411b018122aefc2ddb6767f7253,,,
CMM-FASTNR-DD7446-001,CMM-FASTNR-DD7446-001,FASTENER | BOLT | GRADE 10.9 | M10 X 40 | IS 1367,FASTENER,BOLT,GRADE 10.9,M10 X 40,,IS 1367,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 10.9"", ""material_subtype"": ""HEX"", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""IS 1367"", ""standard"": ""IS 1367"", ""unit"": ""NOS""}",ONGC,1,STANDALONE_CANDIDATE,1.0,dd744657a401396caca4395fb128084f61c84620a6438a258ea2581fed94e8df,,,
CMM-FASTNR-DD91F0-001,CMM-FASTNR-DD91F0-001,FASTENER | GRADE 10.9 | M16 X 65 | ASME B18.2,FASTENER,,GRADE 10.9,M16 X 65,,ASME B18.2,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 10.9"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M16 X 65"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""KG""}",BHEL,1,STANDALONE_CANDIDATE,1.0,dd91f0feb3b426b99848b0e16989431cf864cbb1669eca1a02c25b8275bd4302,,,
